fid,id,inscricoes,latitude,longitude,elevacao,setor_abastecimento
"9361","24993","4768965",-3.72406829706315,-38.4689706434982,34.7396049499512,"18"
"9362","24994","3512398",-3.76980711261084,-38.4933269103417,16.9697151184082,"10"
"9363","24995","4819802",-3.77170994565061,-38.502883650687,3.80505394935608,"10"
"9364","24996","10653155",-3.76855044415596,-38.5324437216122,19.4088249206543,"6"
"9365","24997","5419921",-3.7682852803378,-38.5293358322711,15.0951690673828,"6"
"9366","24998","3646548",-3.78942740621915,-38.4634476838383,11.767110824585,"10"
"9367","24999","752550",-3.79938475000811,-38.4643831820586,5.94650173187256,"10"
"9368","25001","29220",-3.72010768401263,-38.5124758170054,3.96568560600281,"17"
"9369","25002","19640",-3.72580136074609,-38.5123376687455,18.2021064758301,"17"
"9370","25003","4869354",-3.724103071336,-38.4697210119063,40.3257827758789,"18"
"9371","25004","4867203",-3.72329495463046,-38.4696021712902,31.449348449707,"18"
"9372","25005","4316339",-3.72451772324041,-38.4699092715425,46,"18"
"9373","25006","4416686",-3.72697457206846,-38.4726947717123,50.5292282104492,"18"
"9374","25007","8874336",-3.72676943900429,-38.4711459310394,56.0895042419434,"18"
"9375","25008","2423103",-3.72474129088903,-38.4694205354015,39.8980865478516,"18"
"9376","25037","7880294",-3.80815826595632,-38.5450481602623,17.5418643951416,"12"
"9377","25038","2969556",-3.81557586213033,-38.5363604537149,27.6928024291992,"12"
"9378","25039","3201597",-3.80922936559168,-38.5503018760287,30,"12"
"9379","25040","2835819",-3.72643708562098,-38.4703144387859,57.0295906066895,"18"
"9380","25041","2399490",-3.72434091644123,-38.4701791074219,43.3843727111816,"18"
"9381","25043","5486220",-3.7684288618798,-38.4900635502818,13.1611909866333,"10"
"9382","25044","10382976",-3.77085366763588,-38.4972712581473,5.5194296836853,"10"
"9383","25045","4720644",-3.77178761137423,-38.4936701261041,15.5973167419434,"10"
"9384","25046","10718451",-3.77002978214396,-38.5321475102651,13.8948659896851,"6"
"9385","25047","10790560",-3.77138118482823,-38.5335985958559,16.1313667297363,"6"
"9386","25048","10800220",-3.75901805523964,-38.5280223940452,10.3376455307007,"6"
"9387","25049","2063131",-3.72748910836117,-38.5203531156269,17.4959468841553,"17"
"9388","25051","4658175",-3.72334697906379,-38.468725821358,24.2196865081787,"18"
"9389","25075","3164667",-3.82873801528073,-38.485841360509,26.1530590057373,"3"
"9390","25076","3992640",-3.83111991287036,-38.4845439003806,30.8126163482666,"3"
"9391","25078","6700772",-3.82011044841242,-38.4937137684272,22.0801048278809,"3"
"9392","25079","5219051",-3.82591354222613,-38.4790233831748,32.0901336669922,"3"
"9393","25080","7915349",-3.82936409745946,-38.4647590505728,21.7703247070313,"3"
"9394","25081","8576742",-3.82969279509818,-38.4684992662255,17.5212440490723,"3"
"9395","25082","7111843",-3.85323120346835,-38.4900809451714,28.2894592285156,"3"
"9396","25083","6659489",-3.8563793921958,-38.4872524123059,32.4712524414063,"3"
"9397","25084","4559282",-3.86757201266953,-38.4918255077926,15.1398687362671,"3"
"9398","25085","3325997",-3.82268094827494,-38.476587985748,21.7105903625488,"3"
"9399","25086","4500520",-3.78510769993913,-38.5091554600712,4.52308797836304,"10"
"9400","25088","810908",-3.78123882718784,-38.5065068499721,3,"10"
"9401","25090","8292426",-3.77012550243996,-38.4868867261722,18.1140918731689,"10"
"9402","25091","632732",-3.76877450860504,-38.531660132476,17.8773288726807,"6"
"9403","25092","8827737",-3.77121901769492,-38.5335024805145,15.7178049087524,"6"
"9404","25093","1812742",-3.74380201230951,-38.4887688301705,20.7017364501953,"18"
"9405","25109","5182140",-3.77572082977606,-38.4775874148447,9.14284801483154,"10"
"9406","25110","5162955",-3.79249389923396,-38.4724589025338,19.0502758026123,"10"
"9407","25111","8527822",-3.81481466729107,-38.4748427684535,24,"10"
"9408","25112","4173554",-3.80336146127672,-38.4759528851039,16.3967933654785,"10"
"9409","25113","5116031",-3.79750821000144,-38.4720252615967,16.3954029083252,"10"
"9410","25114","10490507",-3.80368870653553,-38.4740648977376,10.171480178833,"10"
"9411","25115","10450238",-3.81715262783896,-38.4724397493911,23.8437175750732,"10"
"9412","25116","7639996",-3.81037500789176,-38.4660245514764,12.7013502120972,"10"
"9413","25117","7275030",-3.799797367545,-38.4710076077504,18.0872821807861,"10"
"9414","25118","5117135",-3.79909655551855,-38.4702227989061,18.8647689819336,"10"
"9415","25119","3894630",-3.79883574309057,-38.4686704300566,16.2574443817139,"10"
"9416","25150","10601007",-3.79495418948278,-38.4615526116119,9.17853164672852,"10"
"9417","25151","5204011",-3.77613517179062,-38.4737505775892,10.8607091903687,"10"
"9418","25152","2430320",-3.79980390370955,-38.4701211784608,18.7483062744141,"10"
"9419","25153","4040600",-3.71111316083312,-38.4660421504743,4.10324048995972,"18"
"9420","25154","4015541",-3.71494508287449,-38.4656268485622,5,"18"
"9421","25155","4373650",-3.72615618714886,-38.4727863802102,47.9459686279297,"18"
"9422","25156","4374070",-3.72599701023967,-38.4734450476859,49.8932113647461,"18"
"9423","25157","4559428",-3.72314602646978,-38.4755388266505,21.1630783081055,"18"
"9424","25158","4737555",-3.72522541812027,-38.472614526465,49,"18"
"9425","25159","4377133",-3.72643708868472,-38.473806647182,49.3339309692383,"18"
"9426","25160","4045769",-3.70917761154592,-38.4678235664509,4.43841791152954,"18"
"9427","25161","10308016",-3.72712898066652,-38.4720473775356,51.1946029663086,"18"
"9428","25162","8149224",-3.79908756493523,-38.6069183124131,17,"4"
"9429","25163","10032614",-3.80113850711272,-38.6044299717936,19,"4"
"9430","25164","8147060",-3.79971152549215,-38.6025264690979,24.1167850494385,"4"
"9431","25165","6708480",-3.80120436340328,-38.6020057190503,24.3634796142578,"4"
"9432","25166","4800591",-3.80240379299605,-38.602837226929,23.6846733093262,"4"
"9433","25167","7031157",-3.80236925374126,-38.5959329402141,18,"4"
"9434","25168","6788025",-3.78317950896698,-38.5862462355496,30.5711040496826,"11"
"9435","25169","3641325",-3.78165129823229,-38.5858113734115,25.3576469421387,"11"
"9436","25170","10267557",-3.76625502027171,-38.5927607796606,15.1335039138794,"13"
"9437","25171","8268096",-3.75133095003297,-38.5632663507723,15.5916624069214,"13"
"9438","25172","8267987",-3.75157202959432,-38.5629023499636,15.0468654632568,"13"
"9439","25173","7286643",-3.75354565900278,-38.5768016388464,31,"13"
"9440","25174","22179",-3.72549257997489,-38.5090950190325,19.7501411437988,"17"
"9441","25175","2397803",-3.72546612761806,-38.4697066156218,52.7440071105957,"18"
"9442","25176","4730895",-3.72444096053255,-38.4689846597684,37.4044532775879,"18"
"9443","25177","6584993",-3.77690583967779,-38.5048477031382,4,"10"
"9444","25178","8049467",-3.77546098606723,-38.5052752921993,3,"10"
"9445","25179","8053219",-3.77501286108748,-38.5057954245623,3.00069785118103,"10"
"9446","25180","10535497",-3.77403998904227,-38.5018682415179,3.54928278923035,"10"
"9447","25182","5240433",-3.7680525784078,-38.5361770723127,19.2870311737061,"6"
"9448","25183","2033100",-3.76630090767614,-38.5345439808867,18.7536525726318,"6"
"9449","25197","1460552",-3.78562316249469,-38.5100944921088,4,"10"
"9450","25198","4590112",-3.78443388142963,-38.5071770332212,5,"10"
"9451","25199","8052026",-3.78276704374041,-38.5019580683818,4,"10"
"9452","25200","5297710",-3.78112496399387,-38.5003919425756,8.40602207183838,"10"
"9453","25201","6757650",-3.78140837228754,-38.5011340559008,6.38315534591675,"10"
"9454","25205","7463081",-3.7090785621446,-38.578446868233,19,"5"
"9455","25206","1130439",-3.7466694365768,-38.5614160390256,22.8768634796143,"5"
"9456","25207","1036149",-3.74773107158524,-38.5657878962019,14,"5"
"9457","25208","1333313",-3.71042159912873,-38.5531940624595,17.6835193634033,"5"
"9458","25209","3151573",-3.83657849170603,-38.4904608394461,28.9603271484375,"3"
"9459","25210","3937356",-3.81556508731423,-38.5359046310077,26.7181797027588,"12"
"9460","25211","7357540",-3.8165232257064,-38.6032255911677,22.063060760498,"15"
"9461","25212","4015630",-3.82577993520363,-38.5962208270184,29.0683364868164,"15"
"9462","25213","8326886",-3.83032602733798,-38.5746633868603,27.9534435272217,"15"
"9463","25214","3317358",-3.84164382809574,-38.4722687141008,14.9699401855469,"3"
"9464","25215","10170022",-3.82043368654451,-38.51185983288,14.1862173080444,"3"
"9465","25216","6854184",-3.8004308396249,-38.5316962363592,11.6269178390503,"12"
"9466","25217","3387739",-3.81576248776447,-38.5086508199244,19.2712383270264,"3"
"9467","25218","7353057",-3.81478270185951,-38.6045601655061,22.0100002288818,"15"
"9468","25219","5027519",-3.81867194906626,-38.5997571742549,22.9267444610596,"15"
"9469","25221","4047435",-3.72014799608739,-38.4733221705679,36.2028656005859,"18"
"9470","25222","4024117",-3.71444692135232,-38.4654580020798,5.04280281066895,"18"
"9471","25223","8243328",-3.71586066999915,-38.4637882348849,3.85419583320618,"18"
"9472","25224","4818768",-3.77041023996737,-38.4948567460347,10.4961252212524,"10"
"9473","25225","10515321",-3.77103637612132,-38.5025179116873,4.12470769882202,"10"
"9474","25226","8827559",-3.77085470755576,-38.5338588336929,16.3705558776855,"6"
"9475","25227","2078554",-3.76749922529596,-38.5290343344387,15.0526428222656,"6"
"9476","25228","7063822",-3.75902635726364,-38.5280412879626,10.4418601989746,"6"
"9477","25229","8824320",-3.76373314806718,-38.5348795807484,11,"6"
"9478","25231","10474455",-3.74717606619959,-38.5665059324791,12.9481410980225,"5"
"9479","25244","1394843",-3.72706663829123,-38.5713778245168,21.7271308898926,"5"
"9480","25245","1414070",-3.72109589501591,-38.5629680870008,19.4284362792969,"5"
"9481","25247","1666690",-3.70467557830076,-38.5792681288129,16.887149810791,"5"
"9482","25248","1669214",-3.70577066027802,-38.5780235140523,17,"5"
"9483","25249","1544152",-3.71515318472688,-38.5829025598063,14.47412109375,"5"
"9484","25250","5681065",-3.71472609424696,-38.5813292193276,15.9572782516479,"5"
"9485","25251","4242726",-3.71505966747132,-38.5804331714173,14.3528089523315,"5"
"9486","25252","6056130",-3.69924888169571,-38.5766685060272,10.3674535751343,"5"
"9487","25253","4884175",-3.70055482678716,-38.5768954460859,17,"5"
"9488","25254","10212647",-3.81262191449342,-38.5953412483098,22.243070602417,"15"
"9489","25255","3081419",-3.81099838846068,-38.5908115118991,32.3779754638672,"15"
"9490","25256","10482245",-3.82623745820132,-38.5944830696819,28.9624042510986,"15"
"9491","25259","3247120",-3.83226211860809,-38.4831440928999,27.4284133911133,"3"
"9492","25260","10252983",-3.82556396969204,-38.474779832535,27,"3"
"9493","25263","5219205",-3.82621558866582,-38.4787307169597,32.2601852416992,"3"
"9494","25264","2977516",-3.82738911452008,-38.4631012926698,14.7211885452271,"3"
"9495","25265","6776256",-3.8383098724297,-38.4839294790395,21.9146842956543,"3"
"9496","25266","1419196",-3.74507764497685,-38.5901532100472,18,"5"
"9497","25267","1634186",-3.70308034310256,-38.5679502829924,9.72443294525146,"5"
"9498","25269","8203016",-3.71230828452926,-38.6006872060064,6.67391729354858,"42"
"9499","25270","8150427",-3.74362725982632,-38.5487883598323,13.6758985519409,"5"
"9500","25271","1184776",-3.7392273595504,-38.5445437404313,19,"5"
"9501","25273","4131827",-3.74039394510983,-38.5460824046999,16.515157699585,"5"
"9502","25274","10238581",-3.71848595903248,-38.5484357108369,20,"5"
"9503","25275","1261495",-3.72107790937102,-38.557979384179,20,"5"
"9504","25276","8501041",-3.72402059653449,-38.5752367321958,17.4450798034668,"5"
"9505","25289","4418441",-3.72564297119959,-38.4731019852886,57,"18"
"9506","25290","8856940",-3.73108399978087,-38.4714401570666,28.3681869506836,"18"
"9507","25291","10200312",-3.71575277973939,-38.5783691257659,15.6817560195923,"5"
"9508","25292","2209594",-3.71875333513563,-38.5598829851761,21,"5"
"9509","25293","1348221",-3.71089952396465,-38.5576368558446,20.4438743591309,"5"
"9510","25294","1332490",-3.7108725861881,-38.5534325933214,20,"5"
"9511","25295","1312049",-3.71423333377094,-38.5494195138034,26,"5"
"9512","25296","7548303",-3.71436583195267,-38.5834897147781,12.4332113265991,"5"
"9513","25297","4157958",-3.70801945671621,-38.5691383910542,19,"5"
"9514","25298","1544730",-3.71655006289337,-38.58205366884,19.7947330474854,"5"
"9515","25299","1541528",-3.71555100226112,-38.5859156745315,13.1875667572021,"5"
"9516","25300","1556290",-3.71952975024981,-38.5732162839372,23,"5"
"9517","25334","4057783",-3.73377783668303,-38.4831630106336,9.0172758102417,"18"
"9518","25335","3805794",-3.77036219942339,-38.4928867859396,16.5932502746582,"10"
"9519","25336","5174856",-3.77384039287534,-38.4737316020212,19.0397548675537,"10"
"9520","25337","5542871",-3.77676940180865,-38.4758008341597,8.08665752410889,"10"
"9521","25338","4368002",-3.7717620396965,-38.4933075861944,15.0271377563477,"10"
"9522","25339","10440445",-3.77210178238209,-38.5045674782034,3,"10"
"9523","25340","8055068",-3.77540147671653,-38.506091582293,3.00090312957764,"10"
"9524","25341","8255474",-3.78193379149698,-38.5009375154991,6.13751649856567,"10"
"9525","25342","8255237",-3.78173806878074,-38.5009071383385,6.46701669692993,"10"
"9526","25343","3991040",-3.72645378642938,-38.4797856853654,8.59903335571289,"18"
"9527","25344","4365348",-3.72671037554211,-38.4722258024436,51.6610794067383,"18"
"9528","25345","4970691",-3.72501150541063,-38.4673883009014,22.1842803955078,"18"
"9529","25346","10373179",-3.75351754951826,-38.5938723399687,23,"13"
"9530","25347","1780522",-3.7548291909681,-38.5965425687896,10.8543510437012,"13"
"9531","25348","10194371",-3.75620045763051,-38.5951399659003,14.0384531021118,"13"
"9532","25349","2763281",-3.75324341135734,-38.5841680756517,12.9412031173706,"13"
"9533","25350","10728414",-3.80558608184812,-38.5731965957262,32.6805114746094,"11"
"9534","25351","6958877",-3.80964668899209,-38.5751730271287,29.1205139160156,"11"
"9535","25352","3461556",-3.81179537798778,-38.5721109982722,36.0022811889648,"11"
"9536","25353","10716289",-3.80591855199482,-38.5593711196209,17.7491207122803,"11"
"9537","25354","10214534",-3.80592778618382,-38.5600480790693,19.0624084472656,"11"
"9538","25355","10593497",-3.74771324632787,-38.5820267494654,24,"13"
"9539","25356","7252374",-3.75144791915415,-38.5788103537499,28.4105911254883,"13"
"9540","25381","5303893",-3.79676308767556,-38.4688505171271,10.7987842559814,"10"
"9541","25382","8246530",-3.71578410590056,-38.465245948086,5,"18"
"9542","25383","778605",-3.72042352001918,-38.4753099496649,28.3966083526611,"18"
"9543","25384","2523973",-3.72529012571429,-38.4726959804465,49.1716461181641,"18"
"9544","25385","4191935",-3.7256933049205,-38.4716030899939,58.194953918457,"18"
"9545","25386","2933845",-3.72683540149008,-38.4716065311383,53.5840721130371,"18"
"9546","25387","8857008",-3.73123153725019,-38.471294330231,30.2349834442139,"18"
"9547","25388","10223703",-3.72842572429321,-38.4701370489405,49,"18"
"9548","25389","10162275",-3.77486072445535,-38.5009082747502,5,"10"
"9549","25390","2072939",-3.77123513665577,-38.4892492848368,17.108039855957,"10"
"9550","25391","8057117",-3.7756771803613,-38.5056051550498,3,"10"
"9551","25392","6789250",-3.81176394181085,-38.5979301610446,23.6513156890869,"15"
"9552","25393","3129233",-3.81613265979153,-38.5888027725733,32.5912895202637,"15"
"9553","25394","5337313",-3.84190964615697,-38.4825595281155,22.690071105957,"3"
"9554","25395","3216616",-3.84644044829245,-38.4711236256523,13.9678401947021,"3"
"9555","25396","3207447",-3.84583515684845,-38.4761893397543,20.2995223999023,"3"
"9556","25397","3216551",-3.84567944221618,-38.4708929763222,14.064435005188,"3"
"9557","25399","8730326",-3.80961116627944,-38.5344844954499,25.7178554534912,"12"
"9558","25400","8730350",-3.80961116627944,-38.5344844954499,25.7178554534912,"12"
"9559","25401","7219407",-3.80252443060576,-38.547246394922,22,"12"
"9560","25402","8286590",-3.80313774569903,-38.5476717070146,21.6599884033203,"12"
"9561","25403","7880146",-3.80811041564738,-38.5452885278109,18.3480491638184,"12"
"9562","25404","1265407",-3.72100379401383,-38.5603648488018,19,"5"
"9563","25405","10016821",-3.72174826203003,-38.5610099607179,19,"5"
"9564","25406","1262238",-3.72305689893663,-38.5545130209693,20,"5"
"9565","25410","6676677",-3.74695285616051,-38.5933182146177,10.0414962768555,"5"
"9566","25411","1547593",-3.71697682876033,-38.5788420713006,16.2670860290527,"5"
"9567","25412","4255984",-3.7175251927231,-38.579607090789,20,"5"
"9568","25427","1676520",-3.70694787929821,-38.5714735421261,18.4835319519043,"5"
"9569","25428","7378769",-3.70280014333247,-38.5722353837409,20.0203704833984,"5"
"9570","25429","4184912",-3.70533567646859,-38.5746491020094,17,"5"
"9571","25430","1571702",-3.71624514884851,-38.5738691395665,19.6861877441406,"5"
"9572","25431","1788523",-3.71286950267563,-38.5804995183476,15.4534997940063,"5"
"9573","25432","1572385",-3.71491203239961,-38.5749303270321,18.1774234771729,"5"
"9574","25433","1413376",-3.72051467748802,-38.5632514358366,19.7339878082275,"5"
"9575","25436","7496419",-3.70199781817651,-38.574221060729,15.960693359375,"5"
"9576","25439","4902998",-3.86733856352636,-38.4917570534714,14.3309307098389,"3"
"9577","25440","4418590",-3.82051037938596,-38.5767528415662,28.5040664672852,"15"
"9578","25441","2435446",-3.8205100452203,-38.6098826379615,27.8673439025879,"15"
"9579","25442","10210393",-3.82328024078242,-38.5999219892279,22,"15"
"9580","25443","3970361",-3.82264241141199,-38.5987871173958,23,"15"
"9581","25444","7176546",-3.81671364928103,-38.5980541014884,24.2073383331299,"15"
"9582","25445","10124160",-3.81982012138465,-38.5947015142487,36.2040328979492,"15"
"9583","25446","2943921",-3.81200622325937,-38.5365976604706,27,"12"
"9584","25447","7218540",-3.80215206938261,-38.548713760169,24.0401000976563,"12"
"9585","25448","3238318",-3.81098675014355,-38.4976591269863,17.5960597991943,"3"
"9586","25449","2980126",-3.82315322228402,-38.5840658702588,35.7301254272461,"15"
"9587","25450","7832761",-3.82525374812989,-38.5136751806253,14.0865020751953,"3"
"9588","25456","8297894",-3.7479641081349,-38.5660094061768,13.5674734115601,"5"
"9589","25457","1039296",-3.74876089345626,-38.5671222477351,12.8734359741211,"5"
"9590","25458","5424496",-3.72957454177817,-38.5949219889623,9,"5"
"9591","25460","1209124",-3.73510564522881,-38.5447783348809,19.7056732177734,"5"
"9592","25461","1218700",-3.73529045770276,-38.5512374907609,19,"5"
"9593","25473","7003072",-3.71914592798088,-38.5807558994683,19.5580387115479,"5"
"9594","25474","1571222",-3.71588472141027,-38.5725418422246,21,"5"
"9595","25475","5445272",-3.70553339932657,-38.5825074375417,16.4360027313232,"5"
"9596","25476","5165300",-3.77114579413197,-38.4730174663686,15.2531337738037,"10"
"9597","25477","5165660",-3.77116442099297,-38.4730294911368,15.425708770752,"10"
"9598","25478","6885128",-3.79560598971473,-38.4794338490266,20.0639629364014,"10"
"9599","25479","5155690",-3.79442956671837,-38.4675546903102,7.85969734191895,"10"
"9600","25480","4648072",-3.72345686074818,-38.4689530085058,22.686595916748,"18"
"9601","25481","744263",-3.72522437398059,-38.4709798107639,59.1651229858398,"18"
"9602","25482","784940",-3.72492400418053,-38.470898893654,50.0471038818359,"18"
"9603","25483","4912853",-3.72558177677279,-38.4702478195212,56.9246215820313,"18"
"9604","25484","4915860",-3.72565529542984,-38.4702129928468,58.3816413879395,"18"
"9605","25485","4459180",-3.72842336574,-38.4679630971114,44.0707664489746,"18"
"9606","25486","4191897",-3.72445901294441,-38.4707334387206,45.6725616455078,"18"
"9607","25487","4587715",-3.72436546847155,-38.471067391124,49,"18"
"9608","25488","4924223",-3.72536705045646,-38.4708492114659,60.2402725219727,"18"
"9609","25489","2430584",-3.72581794888385,-38.4706916597665,63.7746391296387,"18"
"9610","25490","2404532",-3.72542646797059,-38.470267843082,56.7546463012695,"18"
"9611","25491","5104980",-3.78418348887337,-38.506072343318,5,"10"
"9612","25492","6589316",-3.77784150717311,-38.5063684799249,4.74082183837891,"10"
"9613","25493","5449235",-3.77014705065357,-38.4731188827217,14,"10"
"9614","25494","7435193",-3.80631505438972,-38.4612610241386,10.4137725830078,"10"
"9615","25496","15164",-3.72456978210476,-38.5170516325379,14,"17"
"9616","25498","3571203",-3.72137098563605,-38.5567123717135,20,"5"
"9617","25499","3813606",-3.71989703482648,-38.5566905691191,20.3570022583008,"5"
"9618","25500","1244809",-3.72809513274909,-38.5523851593819,18.855541229248,"5"
"9619","25501","4183924",-3.72409968524617,-38.5476680777399,17.282169342041,"5"
"9620","25502","1725254",-3.70984713192752,-38.5974449442045,10.0473442077637,"5"
"9621","25503","4255240",-3.71622901234462,-38.5794534260717,17.8297157287598,"5"
"9622","25504","1559460",-3.71934957152043,-38.5672294575769,21.3220405578613,"5"
"9623","25508","1406655",-3.72331591918046,-38.5627373563735,22.0017414093018,"5"
"9624","25521","4216474",-3.80938159551095,-38.5966673252325,21.5753078460693,"15"
"9625","25522","4217063",,,,
"9626","25523","4215877",-3.81211946483576,-38.5958356003876,21.7902088165283,"15"
"9627","25524","3207765",-3.82997506153297,-38.4919983646445,27.021463394165,"3"
"9628","25526","766100",-3.81852581351204,-38.5964490563307,29.2984580993652,"15"
"9629","25527","4563727",-3.83409397622049,-38.5021485074937,24.6271324157715,"3"
"9630","25528","3272249",-3.83052512085147,-38.476191270598,31.4077911376953,"3"
"9631","25529","10203311",-3.82551948965634,-38.4747716521199,27,"3"
"9632","25530","6570470",-3.84232779821499,-38.470894093807,16.0336208343506,"3"
"9633","25531","8670013",-3.83072201356019,-38.4663694179888,17.9535255432129,"3"
"9634","25532","10594035",-3.80004029312135,-38.4668870882608,14.0067281723022,"10"
"9635","25533","4173430",-3.79726323544868,-38.4666823710478,9.31119060516357,"10"
"9636","25534","5160774",-3.79062750185926,-38.4750109343818,19.7563533782959,"10"
"9637","25535","5115841",-3.79812078119402,-38.4720439085975,18.939115524292,"10"
"9638","25536","10447474",-3.80346549374172,-38.4736263866354,10.3090362548828,"10"
"9639","25537","8824851",-3.80518222423151,-38.4674285845999,2,"10"
"9640","25538","5123658",-3.79746216547301,-38.4700847869099,14.0925130844116,"10"
"9641","25539","3913643",-3.79883574309057,-38.4686704300566,16.2574443817139,"10"
"9642","25540","4393082",-3.72698944234379,-38.4727276108611,50.6450805664063,"18"
"9643","25541","7685688",-3.70474436907478,-38.5751145451158,17,"5"
"9644","25542","4516524",-3.70616235676715,-38.5783321535074,17.2411937713623,"5"
"9645","25543","8320659",-3.69697039417597,-38.5829660065268,9.73440837860107,"5"
"9646","25544","3834743",-3.71808549810744,-38.5669004369049,21,"5"
"9647","25545","5724406",-3.71544740046815,-38.5787246890887,15.0293169021606,"5"
"9648","25546","1575651",-3.71222579410229,-38.5809884711902,16.8343410491943,"5"
"9649","25547","3546152",-3.70644457354533,-38.5701038666074,18.0569515228271,"5"
"9650","25548","1062956",-3.71003942989254,-38.5729906630042,21.685338973999,"5"
"9651","25549","7501617",-3.70311379347634,-38.5710025505864,16.7795562744141,"5"
"9652","25550","7497377",-3.69931543340456,-38.5797865901259,24.6019344329834,"5"
"9653","25551","7815549",-3.6963481077729,-38.5796837172661,5,"5"
"9654","25562","10647260",-3.78000325850653,-38.5022892696605,5,"10"
"9655","25563","4591038",-3.78547696547298,-38.507536701371,5,"10"
"9656","25564","4817389",-3.77814484048379,-38.4962271837639,14.3216028213501,"10"
"9657","25565","2535246",-3.7736739177,-38.4947912704859,14.3464756011963,"10"
"9658","25566","5097517",-3.78222659905099,-38.508827877557,5,"10"
"9659","25568","4822536",-3.76974968137685,-38.4919459148078,20,"10"
"9660","25569","630810",-3.76952271126994,-38.5347093852361,18,"6"
"9661","25570","7257376",-3.77167887391103,-38.5333736630244,16.0152931213379,"6"
"9662","25571","10547398",-3.76814126828871,-38.5346150114089,21.6739559173584,"6"
"9663","25572","10582533",-3.76818332396718,-38.5346315901959,21.6032848358154,"6"
"9664","25573","7393067",-3.70397339778097,-38.571786709322,21,"5"
"9665","25574","4515978",-3.7076301975703,-38.576983105443,19.6239833831787,"5"
"9666","25575","1411420",-3.7226615864291,-38.5658944367592,21.6851921081543,"5"
"9667","25576","1391860",-3.72693312828435,-38.5729589138086,20.4991321563721,"5"
"9668","25577","4184750",-3.72751380399291,-38.5707399867712,22.6250305175781,"5"
"9669","25578","3850480",-3.72762972971511,-38.574246418702,20,"5"
"9670","25579","7840594",-3.70939041478732,-38.5541863959016,14.0317506790161,"5"
"9671","25580","1390198",-3.72874674893621,-38.5734048616564,19.6557674407959,"5"
"9672","25581","1975927",-3.72197117364804,-38.5624193145052,19,"5"
"9673","25582","1572997",-3.71678057057169,-38.5768758194758,19.5072917938232,"5"
"9674","25583","1387200",-3.72894451998792,-38.5783330283351,20.8746681213379,"5"
"9675","25584","10242660",-3.72643912758212,-38.5699396084831,22.5687313079834,"5"
"9676","25597","2082098",-3.76007265157033,-38.5281173823358,12.1830425262451,"6"
"9677","25598","5244145",-3.75967838326001,-38.5283932004503,10.8613634109497,"6"
"9678","25599","8872996",-3.79127018415146,-38.4610121411613,13.3117084503174,"10"
"9679","25600","5125324",-3.80570904302487,-38.4600864085702,10.998119354248,"10"
"9680","25604","18236",-3.72617271869753,-38.514462370364,17.8021907806396,"17"
"9681","25605","8889805",-3.72399049848128,-38.5134932287931,17,"17"
"9682","25606","4587480",-3.72430666019445,-38.4710440090901,49,"18"
"9683","25620","48151",-3.74443516612393,-38.5633316984924,22.9403381347656,"5"
"9684","25622","1161458",-3.73729254972304,-38.5591398545435,18,"5"
"9685","25623","1039121",-3.74956004509475,-38.5674201838948,11.9104280471802,"5"
"9686","25624","3568857",-3.70855667823285,-38.5549621083871,12.1849355697632,"5"
"9687","25625","6638147",-3.73384064968858,-38.5645483099734,13.6556673049927,"5"
"9688","25626","4131789",-3.71342370099068,-38.5473388896491,17.0891532897949,"5"
"9689","25627","1617915",-3.70891561539313,-38.5640044099379,20.7427806854248,"5"
"9690","25628","3511480",-3.71010354080989,-38.5654472544307,20,"5"
"9691","25629","1632469",-3.70430828476097,-38.5683545838708,20.015007019043,"5"
"9692","25630","4161025",-3.70872355889827,-38.5638371910456,20.7971782684326,"5"
"9693","25631","7475098",-3.71048942757457,-38.5826002165528,16.2726726531982,"5"
"9694","25637","5173302",-3.77239714106723,-38.4735693058469,21.2253875732422,"10"
"9695","25638","5154391",-3.79243045198655,-38.4714263870547,18.2969646453857,"10"
"9696","25639","4189",-3.72795374628747,-38.5115707033423,20,"17"
"9697","25641","2081547",-3.72448092346502,-38.511537384299,15,"17"
"9698","25642","18813",-3.72461178099835,-38.5131247373115,20.3848361968994,"17"
"9699","25643","8016534",-3.83970687402987,-38.5734921821748,40.4135131835938,"15"
"9700","25644","7576382",-3.83147448300711,-38.5716781083683,39,"15"
"9701","25645","5480434",-3.81036549269297,-38.5836848097931,34.3621559143066,"15"
"9702","25646","3247112",-3.83225639592662,-38.4831796650876,27.4284133911133,"3"
"9703","25647","5548179",-3.83264257823096,-38.4826320407555,25.8865737915039,"3"
"9704","25648","6948138",-3.8291592246414,-38.4744440683395,25.32057762146,"3"
"9705","25649","7346344",-3.82778424826617,-38.4729467952618,20.3449325561523,"3"
"9706","25650","7196393",-3.82989520045389,-38.4623089709201,15,"3"
"9707","25651","7195079",-3.82836358696424,-38.4625134995214,15.1565589904785,"3"
"9708","25652","10195300",-3.82463927373366,-38.4660568685268,19.8979358673096,"3"
"9709","25653","8673373",-3.83129312153877,-38.466356523609,15.822304725647,"3"
"9710","25654","10338004",-3.8355560687641,-38.4907456312873,29.0300006866455,"3"
"9711","25655","4399153",-3.86035553308138,-38.4912200713171,13.308385848999,"3"
"9712","25656","7396252",-3.86355801128753,-38.4944383134239,10.3009672164917,"3"
"9713","25668","4928",-3.72788047628862,-38.5127084197979,21.4731731414795,"17"
"9714","25669","10779965",-3.72691816453815,-38.5134773346685,22,"17"
